"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZBTB12",1.00032014505269,7.17759942196532,12.8066480445605,2.63200997084649e-35,1.90734785391735e-34,68.9705869892046
"ST6GALNAC1",-2.38649715092197,3.70831246903386,-12.8060778468194,2.64909262963239e-35,1.91904981250364e-34,68.9641611708111
"MPZ",-1.96952220009915,3.97751882741536,-12.8025462016969,2.75738252358616e-35,1.99679235305904e-34,68.9243663017342
"C1orf175",-1.64454263541717,3.49823559042114,-12.7992095728477,2.86373463869613e-35,2.0716163542083e-34,68.8867765666505
"LPPR4",-1.44476705688561,5.63649347646573,-12.7971584750327,2.93112669959371e-35,2.11887433600911e-34,68.8636730460753
"MYLK2",1.54395641462361,2.30311023947151,12.7968967581151,2.9398385510614e-35,2.12442398638826e-34,68.8607252752521
"FILIP1",-1.40546658270563,6.0655250206441,-12.7876943449429,3.26310053944361e-35,2.35553635987262e-34,68.757105807525
"TMEM92",1.8614410161685,3.52478934764657,12.7788456442878,3.60722233395043e-35,2.60120388184061e-34,68.6575226938184
"PVRL4",1.53563098802156,10.3306966143683,12.7762450220058,3.71505874759699e-35,2.67708515577979e-34,68.628265323386
"RBPMS2",-1.48952711461881,5.89306366639141,-12.7703109515348,3.97327639885501e-35,2.86114922723582e-34,68.5615231760873
"NR4A3",-2.03585320011515,6.26080396366639,-12.7684189950101,4.05929924238724e-35,2.92002149426104e-34,68.54024878081
"LOC100126784",-1.90684386204801,4.11544417836499,-12.7649880600197,4.22004907378932e-35,3.03246788536559e-34,68.5016752351251
"CAPS",2.10009583313342,8.79336473988439,12.7628691859945,4.32247171178524e-35,3.10389451706719e-34,68.4778569634125
"C9orf169",2.00816052791504,3.71816465730801,12.7593206229073,4.49957087764035e-35,3.22993671741107e-34,68.4379743027249
"LYSMD4",-1.0116122351229,7.03208026424443,-12.7561708306688,4.66280526346472e-35,3.34360433317956e-34,68.402580552476
"DZIP1L",-1.30736704249229,5.57972221304707,-12.7449329022848,5.2946870621985e-35,3.79273989486864e-34,68.2763559221807
"ZNF389",-1.37040419965136,2.65717357555739,-12.743042966221,5.40902239881824e-35,3.87193967390999e-34,68.2551364603342
"SLC7A5",2.01066710726221,10.2693054500413,12.7415872258898,5.49876184446038e-35,3.93343486643803e-34,68.2387936151298
"ZBTB20",-1.44733963920741,3.79937184145334,-12.7407348909177,5.55199006490954e-35,3.97012734352465e-34,68.2292255516783
"AGMAT",1.33818056181932,4.91316341866226,12.7403440638216,5.57656826703681e-35,3.98631429395076e-34,68.2248384041763
"DKK3",-1.42857978138145,9.98467184145334,-12.7365140890919,5.82322807354515e-35,4.1597380775881e-34,68.1818512618898
"NT5E",-1.4251938756417,8.37019339388935,-12.7336018905945,6.01801776373434e-35,4.29589376528046e-34,68.1491717236984
"GPM6A",-2.7893312790865,3.3278455821635,-12.7298144813376,6.28107481980607e-35,4.47900194687804e-34,68.1066794508108
"NCRNA00219",-1.03518659581953,8.077530388109,-12.7241608624149,6.69517757083548e-35,4.7693267012232e-34,68.0432674730524
"IL17D",-1.53195083401302,3.88810289017341,-12.7216188943993,6.8901098345795e-35,4.90478345713999e-34,68.014763325621
"PRRG1",-1.35733458875083,7.37996548307184,-12.7176572042075,7.20522897574057e-35,5.12732585344728e-34,67.9703479132889
"RAB3A",1.15212792944074,6.65502436003303,12.7119026929789,7.68865513791478e-35,5.46754728026984e-34,67.9058515985113
"CA6",-2.40923543875642,1.11000767960363,-12.7118007790573,7.69750129551841e-35,5.47194257607316e-34,67.9047095526278
"FLJ34503",-1.2023822754242,0.803081915772089,-12.7083759119445,8.00074127802821e-35,5.68553888674002e-34,67.866334610882
"DNASE1L2",1.79286154744198,3.87695697770438,12.707701074378,8.06187862007658e-35,5.72700235536928e-34,67.858774124594
"CPAMD8",-2.1236570351357,7.12123765483072,-12.6997336812019,8.81979548134756e-35,6.26107888077682e-34,67.7695352984889
"TCN2",-1.11405275392216,8.78228670520231,-12.6923219023299,9.58833004430631e-35,6.80430058104419e-34,67.6865580479458
"DAB2",-1.0935156127557,10.4808659785301,-12.6857792723157,1.03218905529935e-34,7.31727945624846e-34,67.6133419810483
"DOPEY2",1.01885137136369,10.4413572254335,12.6739529773392,1.17923270202526e-34,8.33665543132872e-34,67.4810717254113
"TIMM16",1.10104334788657,7.49990487200661,12.672164845533,1.20320992335559e-34,8.49738552682845e-34,67.4610807231401
"HYAL3",1.08099199331511,6.36964723369116,12.6707997582691,1.22184037733053e-34,8.62599138466157e-34,67.4458207382917
"RRAS2",-1.35611976362968,7.95861857968621,-12.6663464421526,1.28463637586493e-34,9.05997416575299e-34,67.3960469283718
"C9orf116",1.63479229237634,6.94252667217176,12.659060605309,1.39436851059995e-34,9.82374245800173e-34,67.3146434948966
"ZDHHC2",-1.51376834828639,7.8338710982659,-12.6574026362791,1.42061358076138e-34,1.00052133149335e-33,67.2961242942431
"IGFL2",2.37393321898639,3.28287299752271,12.6263632172944,2.01345121854764e-34,1.41513705980086e-33,66.9497629841862
"FGL2",-1.5704454045323,9.15855664739884,-12.6251937505299,2.04005722877516e-34,1.43334616381773e-33,66.9367259334232
"CLDN10",-2.55965822658286,2.20035227085054,-12.6231567784646,2.08723712478615e-34,1.46549172954377e-33,66.9140202670519
"ADRB3",-1.21445249564202,0.856121635012386,-12.6170521070721,2.23523105764154e-34,1.56832855821534e-33,66.8459897077363
"ITGA6",-1.4054833397304,11.0635800165153,-12.6131988574201,2.33397034674855e-34,1.635930734679e-33,66.8030620260171
"TMEM145",2.67053816629084,3.9799151940545,12.6110269418367,2.39152502261809e-34,1.67512823999827e-33,66.7788699216887
"PI15",-3.23750734938987,7.52986300578035,-12.6105543345323,2.40423469138399e-34,1.68345628288244e-33,66.7736061602756
"TUBB2B",-2.7215648874922,5.17315895953757,-12.6086671639522,2.45565899500348e-34,1.71770627486955e-33,66.752588917452
"KIF17",-1.22536588702842,4.51162419488026,-12.6014776908409,2.66179039013628e-34,1.8587264186904e-33,66.6725425431657
"FAM128A",1.37598963440963,8.90172378199835,12.5949687338167,2.86320981686816e-34,1.9959829385502e-33,66.6001031492932
"COMTD1",1.48736919189496,6.91546663914121,12.5925156238432,2.94299372437729e-34,2.05090499529754e-33,66.5728094881705
"TMEM191A",1.33628339010699,4.1950053674649,12.5918991311987,2.96338954311573e-34,2.06441762199409e-33,66.5659509425787
"PRDM11",-1.05292535143694,4.06655185796862,-12.5824945496744,3.29253862289447e-34,2.28905580521583e-33,66.4613559600841
"PDE9A",-1.7955749724128,6.73172625928984,-12.5821774950275,3.30424713806702e-34,2.29641820394435e-33,66.4578308178457
"RASL11B",1.61679065073805,6.72236614368291,12.5767555471855,3.51100636667137e-34,2.43681408748355e-33,66.3975579647118
"B3GALT2",-1.29206913752019,2.46258703550784,-12.5713685133588,3.72917240561436e-34,2.58648342862374e-33,66.3376930035118
"NKAIN1",3.42044753874202,7.71900660611065,12.5706437106155,3.75953676944961e-34,2.60666294754476e-33,66.3296399293185
"CTSG",-2.6109824105615,4.16424029727498,-12.5700158336787,3.78603929347237e-34,2.62415215040472e-33,66.3226640582971
"SUGT1P1",-1.19810137536183,1.72554929810074,-12.5682886756212,3.85990468161745e-34,2.67354396469657e-33,66.3034762787008
"BAIAP2L1",1.00480692078875,9.55953575557391,12.5669811132058,3.91677695988291e-34,2.71202128116007e-33,66.2889513248344
"HIST2H2AC",1.36721054710614,3.06138604459125,12.5660999982627,3.95557022070622e-34,2.73795875357716e-33,66.2791641842574
"CLIP3",-1.10638696444851,8.44386507018993,-12.5614227960553,4.16798441337756e-34,2.88207207836448e-33,66.227220164765
"ABCB11",-1.37234388763614,1.00171560693642,-12.5592615281259,4.26993355524992e-34,2.95157359896568e-33,66.2032226027638
"ADCK5",1.24535553343249,7.20895210569777,12.5496826696238,4.75246809887362e-34,3.28180861318115e-33,66.096902318013
"DHRS13",1.22049669273458,7.94049042113955,12.5459626479537,4.95415796865968e-34,3.41648851516907e-33,66.0556288607915
"SYPL2",-1.26456314510068,3.94779843104872,-12.5442849840117,5.04788024624704e-34,3.47878420461403e-33,66.037018342457
"LCAT",-1.29198074013658,5.55445483071841,-12.5400479989443,5.29250310094382e-34,3.64369847962363e-33,65.9900255082305
"GRID1",-1.42054953861408,5.31100140379851,-12.5367700292633,5.48981555975777e-34,3.77827400073171e-33,65.9536775946749
"CNTD2",2.39392981176733,5.7444862923204,12.5361421025891,5.52843932459481e-34,3.80358107687438e-33,65.9467156364172
"ADAMDEC1",2.80034138479745,5.78917192402973,12.5355090392635,5.56765263235189e-34,3.82927666807988e-33,65.9396969987307
"GSTA1",-3.37816790849046,2.89141048720066,-12.5316828920303,5.81061061698176e-34,3.99241127170373e-33,65.8972831309847
"FER",-1.2288259191735,5.59571882741536,-12.5288307740014,5.99855170961387e-34,4.11615647512513e-33,65.8656731232527
"CFH",-1.41502638935534,10.0106835672998,-12.5288270376876,5.99880183807813e-34,4.11615647512513e-33,65.8656317173417
"ODZ2",-2.60446632922322,5.75885788604459,-12.5220984640405,6.46650231716455e-34,4.43115128742951e-33,65.7910809461188
"GRIN2D",1.65388789201811,5.51766589595376,12.5162885205997,6.89941439419692e-34,4.72464901643972e-33,65.7267331661421
"AMT",-1.53068880199586,6.02354260941371,-12.5133892767662,7.12610433699082e-34,4.87825682022079e-33,65.694631319924
"CDS1",1.04844313998303,9.94294401321222,12.5121620905392,7.22427441813346e-34,4.943811793476e-33,65.6810450396394
"ZSCAN23",-2.05508193078412,3.5694151940545,-12.5120236736625,7.23543129204477e-34,4.94979688189534e-33,65.679512679377
"ZNF423",-1.57767510355196,7.2323382328654,-12.5033442703809,7.97034785862484e-34,5.44529921922023e-33,65.5834524217373
"LRFN2",2.02570538710039,3.1184,12.4960613358334,8.64397334128536e-34,5.90355198591445e-33,65.5028873857954
"TSPAN11",-1.58175411169218,6.31805549132948,-12.49332880595,8.91107026137942e-34,6.0819239516662e-33,65.4726690222628
"KCNS1",-2.41409448096084,2.87897886044591,-12.4922782791462,9.01592676741038e-34,6.15144488318163e-33,65.4610528657352
"STAC",-2.28299446816677,4.6506936416185,-12.4892999291531,9.31992389478827e-34,6.35463425971448e-33,65.4281239798501
"PFDN2",1.00362064402116,9.69287869529315,12.4843826892744,9.84428705421927e-34,6.70993403795224e-33,65.373771819359
"OVOL1",1.66325298981273,7.7591985136251,12.4798577167446,1.03526972491374e-33,7.04944857461991e-33,65.3237701311696
"ZNF462",-1.8243237385853,7.68069785301404,-12.4694630062315,1.16216679457669e-33,7.90828117091794e-33,65.2089598526098
"LRRC56",1.69912868269122,6.81973732452519,12.4663464383486,1.20314463297715e-33,8.18170232362398e-33,65.1745515395594
"ARRB1",-1.10978829743,9.1658848059455,-12.4629662827204,1.24921388302766e-33,8.48936147585498e-33,65.1372406057573
"SH3RF2",-2.19277830526635,6.22068992568126,-12.4516534387294,1.41654153008944e-33,9.6137512769376e-33,65.0124236766934
"MYOM3",-1.63107912088791,4.11903344343518,-12.4448379280788,1.52792063210708e-33,1.03628049478554e-32,64.9372690176099
"PLCL2",-1.28831322506357,7.27488323699422,-12.4377786794966,1.6524693167902e-33,1.1200130430407e-32,64.8594601840495
"ZNF662",-1.73648681891602,6.84421957060281,-12.4367968220546,1.67057420480153e-33,1.13191050906189e-32,64.8486406047295
"DQX1",2.61008934014617,3.34145772089183,12.4353883039279,1.69689146626708e-33,1.14936264607269e-32,64.8331205904267
"PHACTR2",-1.02400340482016,9.1524529314616,-12.4341327722118,1.72069760883275e-33,1.16510296534751e-32,64.8192874303317
"SOX10",-4.36103206352252,6.04690800990917,-12.4337245241098,1.72850973320662e-33,1.17000675313986e-32,64.8147896791359
"HIST1H2BC",2.00109871259734,6.38407200660611,12.4294918793385,1.81161240924117e-33,1.22585374956234e-32,64.7681645114488
"ACCS",-1.12318490220539,7.4191475639967,-12.4242831345421,1.91935131044575e-33,1.29832890950416e-32,64.7108038539827
"WNT11",-2.3871159965776,5.55455714285714,-12.4223076511477,1.9618589327409e-33,1.32664571439956e-32,64.6890539509609
"ARHGAP36",-3.36436014169425,2.29144913294798,-12.4180922123297,2.05572086748685e-33,1.38874463341576e-32,64.6426512755639
"SLC2A12",-1.45279998000927,6.32200008257638,-12.4103053062187,2.24100337813575e-33,1.51241943961627e-32,64.5569666729036
"WDR90",1.13003866046155,9.18820222956234,12.4008087675123,2.48957435092846e-33,1.67852090064241e-32,64.4525261221083
"CSDAP1",-1.34354732204257,4.69508117258464,-12.3959799126973,2.62629694797256e-33,1.76895919756813e-32,64.3994433255357
"PPDPF",1.06484623774569,12.0537959537572,12.3942238785463,2.67784670626342e-33,1.8030893040206e-32,64.3801435038642
"PGAP1",-1.30188890035024,7.84532237819983,-12.391237825207,2.76782510280282e-33,1.862453273043e-32,64.347329927958
"IL9R",1.46297207055927,2.55799777043765,12.3910403955037,2.77387909549483e-33,1.86591539418443e-32,64.3451605996142
"CLDN2",-1.95182166514737,2.53375045417011,-12.3908536418687,2.77961783544415e-33,1.86916325455842e-32,64.3431086029653
"PDE5A",-1.688334422428,8.55985483071841,-12.3902507432753,2.79822496930498e-33,1.88105954878295e-32,64.3364842855178
"CCNE1",1.88446810359993,6.17065838150289,12.3887276587741,2.84578516728545e-33,1.91240489310541e-32,64.3197505844553
"TTN",-1.33517869468568,6.77219884393064,-12.3863978739037,2.92009530697091e-33,1.96170015222882e-32,64.2941569761247
"CREB3L1",1.76058021557996,9.76623030553262,12.3853379401161,2.954538222487e-33,1.98418939181087e-32,64.2825144182659
"CITED1",-2.76627641734235,4.62141345995045,-12.3824482274154,3.05050623162345e-33,2.04729954021672e-32,64.250777066279
"MSTN",-1.56009789537655,2.22700024772915,-12.3811116024024,3.09593821479429e-33,2.07711148855317e-32,64.2360990222045
"CDKN2C",-1.11447085032545,8.39615094962841,-12.376636056395,3.25301716346074e-33,2.18036050818965e-32,64.186960098488
"STAP2",1.18079695101474,9.15811123038811,12.3693829023542,3.52458072373847e-33,2.36006660986141e-32,64.1073538729418
"OSCAR",1.26109967615027,6.31251238645747,12.3664626552778,3.64017827507317e-33,2.43588200740717e-32,64.0753132236939
"C5orf27",-2.07305478657902,2.46084302229562,-12.3612643019723,3.85536012595785e-33,2.5781935956324e-32,64.0182919421714
"TFAP2A",1.40423748980471,10.857851940545,12.3610557643458,3.86425139132059e-33,2.58329798319152e-32,64.016004858949
"LOC441869",-1.63005950838812,6.61886672171759,-12.3524106902482,4.25135308661157e-33,2.83838305262229e-32,63.9212185483368
"CYBRD1",-1.67608768091604,12.1405504541701,-12.3445445744693,4.63696534817234e-33,3.09181223117824e-32,63.8350175923327
"C4orf38",-1.26705119064754,3.00580074318745,-12.3440187987983,4.66394620128232e-33,3.10879271143916e-32,63.8292573902968
"COL24A1",1.37862630379504,4.97011750619323,12.3432726676741,4.70250304690395e-33,3.13347574011484e-32,63.8210833829425
"OR52N4",-1.08630148651026,1.03258695293146,-12.3431759480615,4.70752425102027e-33,3.13580379212999e-32,63.8200238293955
"LOC643763",-1.87803445921092,2.14585119735756,-12.3405638660693,4.84516546981744e-33,3.22644330507142e-32,63.7914111728236
"REM1",-1.41980379264022,4.3769602807597,-12.3297290030002,5.4601342316308e-33,3.63124573292453e-32,63.6727766432948
"CCDC80",-1.72516913352202,11.3779253509496,-12.3286517863951,5.52536353718922e-33,3.67343631536576e-32,63.6609862609773
"NCRNA00176",1.59871617569448,4.52804665565648,12.3237917723276,5.82942249756348e-33,3.87182283645999e-32,63.60780224066
"CNKSR1",1.27131234627133,8.84221015689513,12.3123182460102,6.61486502261833e-33,4.38782484375943e-32,63.4823099684392
"PCDHB12",-1.27519902365303,4.82647869529315,-12.303646402191,7.27755939422895e-33,4.82273384001034e-32,63.3875215073505
"NPY5R",-3.04170195029506,3.00022708505367,-12.2953039360155,7.97727397111795e-33,5.28301402022747e-32,63.2963823367274
"STAC2",-4.28045902621183,6.70263385631709,-12.2880698573312,8.63792658864374e-33,5.71316471858428e-32,63.2173909115643
"BBC3",1.35319934670312,7.42099644921552,12.2873011316855,8.71125172188598e-33,5.75980669405215e-32,63.208999053681
"MB",1.78909992963265,8.33807052023121,12.2855063599681,8.8848648030673e-33,5.87081668512944e-32,63.1894078676527
"BAALC",-1.96178509171744,5.40960916597853,-12.282192637992,9.21449936299394e-33,6.08666898076788e-32,63.1532421290726
"LEPROT",-1.23123717395128,9.10269859620149,-12.2812874587742,9.30663824372985e-33,6.1435782361342e-32,63.1433643838379
"CAMP",2.49563586975643,3.0253004954583,12.2775994852827,9.69160559789779e-33,6.39564972436007e-32,63.1031253219896
"EPHB6",-2.04870464984248,6.32530090834021,-12.271228665838,1.03942812819333e-32,6.84835027978469e-32,63.0336361867841
"KCNC4",-1.17258766732237,7.03336209744013,-12.2661782748957,1.09871261458802e-32,7.23430724101735e-32,62.9785694541036
"PPM1J",1.76595574933231,7.27849190751445,12.2568066546882,1.21777001617674e-32,8.00538534489547e-32,62.8764331351949
"TSTD1",1.13244360616675,10.047732535095,12.2551907852475,1.23955736036237e-32,8.14600275551838e-32,62.8588287756298
"RHBDL1",2.02344181339858,5.33408810900083,12.2519793779332,1.28401506837543e-32,8.43276690778876e-32,62.8238469288496
"MS4A15",3.31974631530969,3.7221166804294,12.2475695161166,1.34765790459457e-32,8.83660708442241e-32,62.7758219590569
"CD93",-1.0824234930992,10.7997849710983,-12.2462032847953,1.36800445080927e-32,8.9671556114669e-32,62.7609459450363
"RARB",-1.39907633737945,6.85926019818332,-12.2419423723336,1.43344218892407e-32,9.39009832119054e-32,62.7145599151518
"RGAG4",-1.34713740184554,7.40855887696119,-12.2385885987775,1.48712947357683e-32,9.73247309293345e-32,62.6780582165356
"ERRFI1",-1.18467752882663,10.473748059455,-12.2312237036619,1.61214495486869e-32,1.05439107752323e-31,62.597927751849
"THBD",-1.24282185066131,9.03859306358381,-12.2269886371884,1.68870877015552e-32,1.10411436469085e-31,62.5518670247571
"NAV2",-1.57690717267188,9.54476457473163,-12.2265493058425,1.69685531914691e-32,1.10873455449032e-31,62.5470895541306
"OR7C1",-1.14586873130867,0.871607018992568,-12.2232709700173,1.75889212045457e-32,1.14853865244695e-31,62.5114438019619
"CAPG",1.07888352764316,11.5380398843931,12.2224534394141,1.77471055967716e-32,1.15849945278766e-31,62.5025558515838
"ABLIM3",-1.97614169985128,8.94835755573906,-12.2211020853398,1.80116869941117e-32,1.17539712011797e-31,62.4878653472637
"C7",-3.52473926418141,6.96982815854666,-12.2201295703519,1.82045188114052e-32,1.18760334031824e-31,62.477293968128
"HAAO",-1.51354761630603,6.01299298100743,-12.215997030152,1.90470808025239e-32,1.24178014885937e-31,62.4323799749041
"MFGE8",-1.51663402741127,11.1489251857969,-12.208765139299,2.06158870230401e-32,1.34320584126631e-31,62.3538095977138
"TTLL12",1.08022253674295,10.7064247729149,12.207787974733,2.08374872801491e-32,1.35721324194626e-31,62.3431960451501
"SLC14A1",-1.85312179068911,4.82615813377374,-12.2051169270384,2.14553825499931e-32,1.3965726181083e-31,62.3141876258536
"SLC11A1",1.4637706064386,6.4518465730801,12.2050303789775,2.14757055825625e-32,1.39745241080827e-31,62.3132477695121
"EML5",-1.0798412536583,5.23784079273328,-12.1994700786817,2.28222806214693e-32,1.48272601632521e-31,62.2528773830369
"ZNF239",1.03023189640007,7.7613602807597,12.1974871566234,2.3322534644188e-32,1.51426829932062e-31,62.2313532061657
"PROK1",-1.79643447280462,1.52755995045417,-12.1905488629902,2.51602979444593e-32,1.63152532154059e-31,62.1560610784815
"ERBB3",1.42381375921572,12.4863055326177,12.187638289522,2.59734501879227e-32,1.68319107436254e-31,62.1244864333092
"PPBP",-1.16864227718339,0.556308009909166,-12.181450250035,2.77901092770961e-32,1.7997821560214e-31,62.0573765685579
"TNFRSF9",1.99219940427642,3.42829554087531,12.1806321333236,2.80395567746864e-32,1.8153645556112e-31,62.0485060092823
"CELSR3",1.90373165091398,7.21150412881916,12.1701801527177,3.14292806327566e-32,2.03290211528196e-31,61.9352197290981
"DDX26B",-1.33517187944793,6.8744602807597,-12.1676677484109,3.23030393524842e-32,2.08810263824465e-31,61.9079997674054
"NLGN4X",-2.24762136528651,6.0425622625929,-12.1661827791722,3.28307905083727e-32,2.12154903725808e-31,61.8919133372394
"FRMPD1",-1.92272393929217,3.35233005780347,-12.1640600909728,3.36001015793464e-32,2.1705792492888e-31,61.8689212663161
"GCK",-1.26236311311551,1.84803170933113,-12.1528217452909,3.7981815477847e-32,2.4490159288951e-31,61.7472444755579
"ARHGEF16",1.11195326808362,8.52151758876961,12.1509623833779,3.87596383313899e-32,2.49760004690343e-31,61.7271217729077
"TBX18",-1.62334112251917,6.12787985136251,-12.1453675128252,4.11969370692682e-32,2.65215778624044e-31,61.6665865410412
"HIST1H3J",1.06020781797246,1.06155821635012,12.1424385416798,4.25330434784505e-32,2.73731467903633e-31,61.6349044351818
"MERTK",-1.08931410945321,7.54996845582164,-12.1417378755385,4.28589989656678e-32,2.7565640625475e-31,61.627326353305
"LIMCH1",-1.48211940059812,10.3206731626755,-12.1390986936488,4.41092172891175e-32,2.83519796789475e-31,61.598785250988
"TCF15",-1.68257375457788,3.04888373245252,-12.1389829476753,4.41648700907002e-32,2.83788664463873e-31,61.5975336417798
"LOC121838",-2.18935666970526,2.13167630057803,-12.132201319753,4.75504366976643e-32,3.05352037974053e-31,61.5242173928611
"C7orf31",-1.16703054102897,5.98661626754748,-12.1310927225404,4.81279026417186e-32,3.08963677684329e-31,61.5122353867719
"LOXL1",1.29965372147321,9.73118794384806,12.1274455243985,5.00773691821573e-32,3.21378052300622e-31,61.4728215726087
"ENTHD1",1.53694046282525,2.05260825763832,12.1248331978291,5.15217459685343e-32,3.30440938686039e-31,61.4445969056707
"GPR19",1.61729809688305,4.2928995045417,12.1238329247565,5.2085705338282e-32,3.33953632290734e-31,61.4337907983124
"TAT",-4.51252683314941,5.12437539223782,-12.1149479430312,5.73722508020941e-32,3.67619322399186e-31,61.3378355888126
"ELOVL3",-1.87311077020263,3.22240875309661,-12.1095194883499,6.08612355908922e-32,3.89732116868689e-31,61.2792369817598
"RASA3",-1.02989791216877,9.12756507018993,-12.1051365073025,6.38315445201722e-32,4.08370710189821e-31,61.2319389766237
"SLIT2",-1.94336228150139,7.34218893476466,-12.1024593975209,6.57162382876646e-32,4.20297312163786e-31,61.2030561182226
"LDHB",-1.64969311039679,11.3541357555739,-12.0955632114154,7.08298521206985e-32,4.52579167145328e-31,61.1286774629876
"FXYD3",1.74704393001648,11.2025472336912,12.0953772087803,7.09731200900676e-32,4.53353502006561e-31,61.1266717961474
"THSD7A",-1.6702962217531,5.33996952931462,-12.0939725644236,7.20643862399327e-32,4.60180979628559e-31,61.1115262936278
"SLC25A18",-1.85120164803531,3.99218348472337,-12.0844666363147,7.99009437268523e-32,5.09747164298408e-31,61.0090653849126
"TAC1",-2.17330569735643,2.01773294797688,-12.0808347153858,8.3113840345976e-32,5.29422011263694e-31,60.9699349256855
"ADORA2A",1.68002068560188,7.58068687035508,12.0770011202023,8.66445412615194e-32,5.51740828814824e-31,60.9286416297835
"ROCK2",-1.28768601368966,9.6045549132948,-12.071595875137,9.18774179541661e-32,5.83976281919204e-31,60.8704368899026
"SPINK5",-2.48665796030642,2.68559892650702,-12.0706519851283,9.28229037544258e-32,5.8980322317498e-31,60.8602749939468
"HAP1",-2.0351353803835,3.45129719240297,-12.0647695568755,9.89371439035398e-32,6.28264634809673e-31,60.7969589740663
"PIP5K1B",-2.32481469718051,5.33784533443435,-12.0645728983899,9.91483252998643e-32,6.2941098280959e-31,60.7948426420965
"ARHGAP23",-1.05050763485743,8.861282328654,-12.0608991350876,1.03176796913861e-31,6.54579617009136e-31,60.7553125719153
"APOBEC3B",2.06177393049625,7.12809157720892,12.0517357742353,1.13948041490046e-31,7.2202262092304e-31,60.6567550620679
"MFNG",-1.18303876361368,7.4606843104872,-12.0423511038517,1.26138301140973e-31,7.97542138104149e-31,60.555878216926
"LOC100134259",-1.1570332797582,3.47480487200661,-12.031815015685,1.41374485741024e-31,8.92777050834582e-31,60.4426982303132
"ITGA1",-1.21429013897552,9.38628976052849,-12.0111525082323,1.76764978046876e-31,1.11148085736672e-30,60.2209651226714
"CLEC4F",-1.90166316429177,3.04778893476466,-12.0096946587051,1.79571327751411e-31,1.12878118761067e-30,60.2053319958615
"PHLDB3",1.19562030098034,7.64814880264244,12.0063430178052,1.86192292264135e-31,1.16932632614949e-30,60.1693966179497
"ZNF391",-1.51503084488797,4.55704236168456,-12.0045841280153,1.89763387387324e-31,1.19138909573754e-30,60.1505414396277
"GOLT1A",1.64635749972013,6.57988298926507,12.0036063287801,1.91777984433645e-31,1.20366922055113e-30,60.1400604387121
"SEPT4",-1.06118070335365,8.00248943022296,-11.9990977226992,2.01345735322417e-31,1.26217647211274e-30,60.0917415151981
"PVT1",1.26689051320187,7.13070107349298,11.9974198922172,2.05026154742726e-31,1.28446352055788e-30,60.0737637818373
"OLFM4",-3.89854793855651,5.1083455821635,-11.9910635969267,2.19585802601604e-31,1.3752582450918e-30,60.0056748614209
"HAND2",-1.50855991779814,4.76093220478943,-11.9858257807225,2.3235242805295e-31,1.45388459248006e-30,59.9495884893675
"MAGEE2",-1.16845660333605,1.33281304706854,-11.9831800082005,2.39078992483635e-31,1.49506296548554e-30,59.9212649751436
"CORO2A",1.24642572246478,9.74716102394715,11.9795648021375,2.48584207027803e-31,1.55402977170548e-30,59.8825714462533
"MCTP1",-1.52135387420238,6.59416193228737,-11.978157793347,2.523842829954e-31,1.57730573208388e-30,59.8675147254932
"MICALL2",1.09352816373204,8.61641907514451,11.9762255098513,2.57697300889528e-31,1.610019959605e-30,59.846839191037
"EDA2R",-1.41876467559054,5.97529719240297,-11.9708424043167,2.7309221047492e-31,1.70568393095531e-30,59.7892535381685
"FGF10",-2.79708095363751,3.09405350949628,-11.9601334279871,3.06488488058851e-31,1.91310691999033e-30,59.6747551647058
"FZD2",1.16517829647043,6.92735672997523,11.9516514148644,3.35795521598703e-31,2.09349591813586e-30,59.5841243953393
"DYNC1I1",-1.65199999680148,4.57812848885219,-11.9490404454778,3.45365573468854e-31,2.15185287505784e-30,59.5562362511777
"ROPN1",-3.33579731244703,3.20926787778695,-11.9460301050666,3.56736342366804e-31,2.22067832285946e-30,59.5240883309518
"HBEGF",-1.17333578099762,7.51346160198183,-11.9453666736821,3.59291893493429e-31,2.23523108285458e-30,59.5170042972143
"CSGALNACT1",-1.15934096979003,7.96762056151941,-11.9424444182837,3.70766819466367e-31,2.30592026768995e-30,59.4858045293378
"JAKMIP1",2.17649995602041,3.8328676300578,11.929813102759,4.24705059653693e-31,2.64057991359489e-30,59.3510142370658
"FYN",-1.03919083305349,9.03916011560694,-11.9270997375825,4.37272506324469e-31,2.71789420370613e-30,59.3220742772779
"KIRREL",-1.89003685489934,7.52316639141206,-11.9264615721896,4.40281572242394e-31,2.73576897038025e-30,59.3152685464766
"ROPN1B",-3.17500907259031,3.57486647398844,-11.9264329480905,4.4041702129446e-31,2.73578258613472e-30,59.314963290791
"ALS2CL",-1.33118937852836,7.11568191577209,-11.9220731473927,4.61538642294179e-31,2.86525198859979e-30,59.2684758654581
"E2F5",1.17355064610022,7.63356110652353,11.9171993849185,4.86343914813901e-31,3.01833149066789e-30,59.2165240841518
"RFX6",-2.0815128228502,1.36756804293972,-11.9145442048425,5.00410589961866e-31,3.10469308308163e-30,59.188228299164
"SOX6",-2.22815717906892,4.97074327002477,-11.9121468563358,5.13458329842198e-31,3.18468263192155e-30,59.1626844570964
"SERPIND1",-1.21468044187497,1.02423707679604,-11.9114807635047,5.17143237694446e-31,3.20656921469857e-30,59.1555879326074
"C6orf142",-1.57724262742088,1.40643526011561,-11.9090533508447,5.30795800687665e-31,3.29022880076019e-30,59.1297290344698
