"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901988","negative regulation of cell cycle phase transition","49/1072","274/18860",0.178832116788321,3.14624414424229,8.78525963231271,6.83926655180413e-13,1.12909479503497e-10,9.90395589667781e-11,"PKMYT1/SPC25/NUF2/DTL/BUB1/CDK1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/CDC45/RAD51/EZH2/AURKB/SKA1/SPC24/TTK/E2F1/CDT1/EME1/E2F7/INHBA/MAD2L1/CDC6/TIMELESS/TRIP13/CLSPN/INTS7/FANCD2/DNA2/BLM/ZWILCH/DONSON/WDR76/CHEK1/BRIP1/CDKN2D/OVOL1/MUC1/BRCA2/IER3/EME2/BRSK1",49
"GO:0044784","metaphase/anaphase transition of cell cycle","28/1072","99/18860",0.282828282828283,4.97587818483341,9.73679077371625,7.01165019233827e-13,1.12909479503497e-10,9.90395589667781e-11,"SPC25/NUF2/UBE2C/DLGAP5/BUB1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/TACC3/ESPL1/AURKB/SKA1/SPC24/TTK/CENPE/MAD2L1/CDC6/TRIP13/ZWILCH/ANAPC11/MAPK15",28
"GO:0007093","mitotic cell cycle checkpoint signaling","33/1072","136/18860",0.242647058823529,4.26895851624232,9.39231630388905,7.35211329305382e-13,1.14804363027595e-10,1.00701672983646e-10,"SPC25/NUF2/DTL/BUB1/CDK1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/AURKB/SKA1/SPC24/TTK/EME1/MAD2L1/CDC6/TRIP13/CLSPN/FANCD2/BLM/ZWILCH/DONSON/CHEK1/MUC1/IER3/EME2/BRSK1",33
"GO:0033045","regulation of sister chromatid segregation","29/1072","107/18860",0.271028037383178,4.76827312037941,9.59603994318554,8.98930183529228e-13,1.30157983821243e-10,1.14169238671069e-10,"SPC25/NUF2/UBE2C/DLGAP5/BUB1/CDK1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/TACC3/ESPL1/AURKB/SKA1/SPC24/TTK/CENPE/MAD2L1/CDC6/TRIP13/ZWILCH/ANAPC11/MAPK15",29
"GO:0033046","negative regulation of sister chromatid segregation","20/1072","50/18860",0.4,7.03731343283582,10.493672116586,9.5982988263288e-13,1.30157983821243e-10,1.14169238671069e-10,"SPC25/NUF2/BUB1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/AURKB/SKA1/SPC24/TTK/MAD2L1/TRIP13/ZWILCH",20
"GO:0033048","negative regulation of mitotic sister chromatid segregation","20/1072","50/18860",0.4,7.03731343283582,10.493672116586,9.5982988263288e-13,1.30157983821243e-10,1.14169238671069e-10,"SPC25/NUF2/BUB1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/AURKB/SKA1/SPC24/TTK/MAD2L1/TRIP13/ZWILCH",20
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","20/1072","50/18860",0.4,7.03731343283582,10.493672116586,9.5982988263288e-13,1.30157983821243e-10,1.14169238671069e-10,"SPC25/NUF2/BUB1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/AURKB/SKA1/SPC24/TTK/MAD2L1/TRIP13/ZWILCH",20
"GO:2000816","negative regulation of mitotic sister chromatid separation","20/1072","50/18860",0.4,7.03731343283582,10.493672116586,9.5982988263288e-13,1.30157983821243e-10,1.14169238671069e-10,"SPC25/NUF2/BUB1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/AURKB/SKA1/SPC24/TTK/MAD2L1/TRIP13/ZWILCH",20
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","27/1072","95/18860",0.284210526315789,5.00019638648861,9.5953759236241,1.58693468449464e-12,2.09678831517971e-10,1.83921660869635e-10,"SPC25/NUF2/UBE2C/DLGAP5/BUB1/PLK1/ZWINT/BUB1B/NDC80/CENPF/CCNB1/BIRC5/SKA3/CDCA8/CDC20/ESPL1/AURKB/SKA1/SPC24/TTK/CENPE/MAD2L1/CDC6/TRIP13/ZWILCH/ANAPC11/MAPK15",27
"GO:0006260","DNA replication","50/1072","290/18860",0.172413793103448,3.03332475553268,8.56629365001222,1.66435261681578e-12,2.138674538143e-10,1.87595748348659e-10,"DTL/TK1/CDK1/EXO1/CDC45/RECQL4/RAD51/ESCO2/GINS1/RNASEH2A/CCNA2/CCNE2/FAM111B/E2F8/POLQ/CDT1/EME1/E2F7/PARP1/CDC6/TIMELESS/MCM10/POLE2/GINS2/FEN1/PCNA/MCM2/LIG1/LRWD1/DNA2/TRAIP/BLM/CHTF18/CDC7/CDC25A/MCM4/CHAF1B/DONSON/RMI1/DBF4/PTK6/GINS4/RFC4/WDHD1/CHEK1/CCNE1/TFPT/BRCA2/DSCC1/EME2",50
